1.386294361119890572e+00,6.931471805599452862e-01
2.772588722239781145e+00,1.386294361119890572e+00
4.094344562222100414e+00,2.079441541679835748e+00
5.459585514144158935e+00,2.772588722239781145e+00
6.734591659972948285e+00,3.465735902799726542e+00
8.137103389639301909e+00,4.158883083359671495e+00
